OfficeName ( BO/SO/HO),Pincode,Sub-distname,DistrictName,StateName
G B Kendua Konihar B.O,805122,Narhat,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Merkuri B.O,805122,Meskaur,NAWADA,BIHAR
Spur Gowasa B.O,805122,Narhat,NAWADA,BIHAR
Spur Gowasa B.O,805122,Narhat,NAWADA,BIHAR
Raja Bigha B.O,805122,Meskaur,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Bargaon B.O,805122,Sirdala,NAWADA,BIHAR
Khanwan B.O,805122,Sirdala,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Merkuri B.O,805122,Rajauli,NAWADA,BIHAR
Lond B.O,805122,Meskaur,NAWADA,BIHAR
Merkuri B.O,805122,Meskaur,NAWADA,BIHAR
Meskaur B.O,805122,Meskaur,NAWADA,BIHAR
Khanwan B.O,805122,Narhat,NAWADA,BIHAR
Raja Bigha B.O,805122,Meskaur,NAWADA,BIHAR
G B Kendua Konihar B.O,805122,Sirdala,NAWADA,BIHAR
Merkuri B.O,805122,Rajauli,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Khanwan B.O,805122,Sirdala,NAWADA,BIHAR
Rajan B.O,805122,Sirdala,NAWADA,BIHAR
Bargaon B.O,805122,Sirdala,NAWADA,BIHAR
Meskaur B.O,805122,Meskaur,NAWADA,BIHAR
Meskaur B.O,805122,Meskaur,NAWADA,BIHAR
Khanwan B.O,805122,Sirdala,NAWADA,BIHAR
Nurhat S.O,805122,Narhat,NAWADA,BIHAR
Tetariya B.O,805122,Meskaur,NAWADA,BIHAR
Tetariya B.O,805122,Wazirganj,GAYA,BIHAR
Rasalpur B.O,805122,Meskaur,NAWADA,BIHAR
Rajan B.O,805122,Meskaur,NAWADA,BIHAR
G B Kendua Konihar B.O,805122,Sirdala,NAWADA,BIHAR
Akaunabazar B.O,805123,Nawada,NAWADA,BIHAR
Oraina B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Bhadokhara B.O,805123,Nardiganj,NAWADA,BIHAR
Akaunabazar B.O,805123,Nawada,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Sabhari B.O,805123,Nardiganj,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Sabhari B.O,805123,Nardiganj,NAWADA,BIHAR
Bhadokhara B.O,805123,Nardiganj,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Oraina B.O,805123,Nawada,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Sabhari B.O,805123,Nardiganj,NAWADA,BIHAR
Akaunabazar B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Akaunabazar B.O,805123,Nawada,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Bhadokhara B.O,805123,Nawada,NAWADA,BIHAR
Akaunabazar B.O,805123,Nawada,NAWADA,BIHAR
Kenasari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Bhadokhara B.O,805123,Nardiganj,NAWADA,BIHAR
Orhanpur S.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Sonsihari B.O,805123,Nawada,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Sabhari B.O,805123,Nardiganj,NAWADA,BIHAR
Orhanpur S.O,805123,Nardiganj,NAWADA,BIHAR
Juri B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Gobindpur,NAWADA,BIHAR
Arha B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Marwa B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Konadpur B.O,805124,Pakribarawan,NAWADA,BIHAR
Konadpur B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Arha B.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Rajauli,NAWADA,BIHAR
Gulani B.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Chandradeep B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Datraul B.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Konadpur B.O,805124,Pakribarawan,NAWADA,BIHAR
Datraul B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Datraul B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Konadpur B.O,805124,Pakribarawan,NAWADA,BIHAR
Budhauli B.O,805124,Pakribarawan,NAWADA,BIHAR
Datraul B.O,805124,Pakribarawan,NAWADA,BIHAR
Arha B.O,805124,Meskaur,NAWADA,BIHAR
Pakaribarwan S.O,805124,Nawada,NAWADA,BIHAR
Chandradeep B.O,805124,Nawada,NAWADA,BIHAR
Arha B.O,805124,Pakribarawan,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Simariya B.O,805124,Pakribarawan,NAWADA,BIHAR
Datraul B.O,805124,Pakribarawan,NAWADA,BIHAR
Marwa B.O,805124,Pakribarawan,NAWADA,BIHAR
Rayes B.O,805124,Pakribarawan,NAWADA,BIHAR
Rayes B.O,805124,Warisaliganj,NAWADA,BIHAR
Pakaribarwan S.O,805124,Pakribarawan,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Sirdala,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Narhat,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Andharwari B.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Dhamani B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Chamotha B.O,805125,Rajauli,NAWADA,BIHAR
Bansgopal B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Sirdala,NAWADA,BIHAR
Dhamani B.O,805125,Wazirganj,GAYA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Gobindpur,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Bahadurpur B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Rajauli S.O,805125,Rajauli,NAWADA,BIHAR
Targir B.O,805125,Rajauli,NAWADA,BIHAR
Singar B.O,805125,Rajauli,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Gobindpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Rajauli,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Rajauli,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Rajauli,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
B Garhrampur B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Koriauna B.O,805126,Gobindpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
B Garhrampur B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Baksanda B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
B Garhrampur B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Baksanda B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Koriauna B.O,805126,Akbarpur,NAWADA,BIHAR
Phatehpurmore B.O,805126,Sirdala,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Baksanda B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Gobindpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Paharpur B.O,805126,Akbarpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Baksanda B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Koriauna B.O,805126,Gobindpur,NAWADA,BIHAR
Koriauna B.O,805126,Gobindpur,NAWADA,BIHAR
Kuhila B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Gobindpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Baksanda B.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Akbarpur,NAWADA,BIHAR
Kusmuhar B.O,805126,Akbarpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Rajauli,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Koriauna B.O,805126,Gobindpur,NAWADA,BIHAR
Sughari B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Kuhila B.O,805126,Gobindpur,NAWADA,BIHAR
Rajhat S.O,805126,Akbarpur,NAWADA,BIHAR
Ramraichack B.O,805127,Rajauli,NAWADA,BIHAR
S Marighgawa B.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
Manjhauli B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Manjhauli B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
S Marighgawa B.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Warisaliganj,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Rajauli,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Rajauli,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Rajauli,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
S Marighgawa B.O,805127,Rajauli,NAWADA,BIHAR
Sherpur B.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Sirdala,NAWADA,BIHAR
Sirdala S.O,805127,Meskaur,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Sherpur B.O,805127,Rajauli,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Ramraichack B.O,805127,Sirdala,NAWADA,BIHAR
Chauby B.O,805127,Sirdala,NAWADA,BIHAR
Dharampur B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Nagwan B.O,805128,Meskaur,NAWADA,BIHAR
Nagwan B.O,805128,Meskaur,NAWADA,BIHAR
Mahugain B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Kenar B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Chowar B.O,805128,Wazirganj,GAYA,BIHAR
Baijdah B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Pasarhi B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Meskaur,NAWADA,BIHAR
Tarwan S.O,805128,Wazirganj,GAYA,BIHAR
Chowar B.O,805128,Akbarpur,NAWADA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
M H Chack B.O,805128,Wazirganj,GAYA,BIHAR
Nagwan B.O,805128,Akbarpur,NAWADA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
B Makdumpur B.O,805128,Wazirganj,GAYA,BIHAR
Tarwan S.O,805128,Meskaur,NAWADA,BIHAR
Kenar B.O,805128,Wazirganj,GAYA,BIHAR
Kenar B.O,805128,Meskaur,NAWADA,BIHAR
